"CITY","SEX","IDADE","CANAL_VENDA","CATEGORIA","PRODUTO","PRECO","QUANTIDADE","DESCONTO_APLICADO","RENDA_ESTIMADA","ESCOLARIDADE_SCORE","ESCOLARIDADE_ROTULADA","SEASONAL_EFFECT","DATA_VENDA","ANOS","MESES","DIA_SEMANA","VALOR_TOTAL"
"BELÉM","FEMININO",58,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",482.85,2,0.229347007349133,2.78,0.73,"ENS SUPER INCOMP",3.77,2022-09-30,2022,9,6,2805.71
"ANANINDEUA","MASCULINO",24,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",40.91,2,0.0971919514006004,2.55,0.56,"ENS MÉDIO COMP",1.265,2018-12-16,2018,12,1,93.44
"BELÉM","FEMININO",50,"REVENDEDOR","LIVROS","LIVRO TÉCNICO/ACADÊMICO",234.03,1,0.184671513731591,3.21,0.69,"ENS SUPER INCOMP",0.7425,2015-05-03,2015,5,1,141.68
"SANTA BÁRBARA","MASCULINO",67,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",186.76,2,0.0531779614137486,1.51,0.48,"ENS MÉDIO INCOMP",5.67,2023-10-02,2023,10,2,2005.24
"BELÉM","FEMININO",46,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",270.32,1,0.22853723638691,3.38,0.71,"ENS SUPER INCOMP",1.08,2018-05-17,2018,5,5,225.23
"BELÉM","MASCULINO",23,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4415.62,1,0.123457803530619,2.63,0.63,"ENS MÉDIO COMP",2.925,2022-02-25,2022,2,6,11321.15
"BELÉM","MASCULINO",36,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",145.91,2,0.153773151524365,3.33,0.64,"ENS MÉDIO COMP",5.625,2023-01-07,2023,1,7,1389.07
"ANANINDEUA","MASCULINO",19,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",52.22,1,0.204268969828263,2.06,0.49,"ENS MÉDIO INCOMP",0.92,2018-03-15,2018,3,5,38.23
"ANANINDEUA","FEMININO",50,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",248.31,1,0.0777897718781605,2.3,0.72,"ENS SUPER INCOMP",1.35,2017-01-04,2017,1,4,309.14
"BELÉM","FEMININO",29,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",116.02,1,0.0412377667054534,3.12,0.73,"ENS SUPER INCOMP",2.0125,2019-03-19,2019,3,3,223.86
"ANANINDEUA","FEMININO",28,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",6715.5,1,0.11591971475631,2.36,0.69,"ENS SUPER INCOMP",7.65,2023-11-04,2023,11,7,45418.36
"BELÉM","MASCULINO",29,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",673.42,1,0.104256278229877,3.2,0.65,"ENS MÉDIO COMP",2.5,2020-01-21,2020,1,3,1508.03
"BENEVIDES","MASCULINO",36,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",206.28,1,0.111767639871687,1.99,0.45,"ENS MÉDIO INCOMP",1.768,2018-11-02,2018,11,6,323.94
"BELÉM","FEMININO",38,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",263.61,1,0.120550949820317,2.47,0.68,"ENS SUPER INCOMP",3.75,2022-01-22,2022,1,7,869.37
"ANANINDEUA","MASCULINO",35,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",186.55,1,0.131307591428049,1.81,0.58,"ENS MÉDIO COMP",4.85875,2025-03-07,2025,3,6,787.38
"BELÉM","MASCULINO",43,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",150.1,3,0.190047003747895,3.57,0.62,"ENS MÉDIO COMP",1.81125,2019-03-27,2019,3,4,660.6
"BELÉM","MASCULINO",35,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",35.58,1,0.13781727142632,3.71,0.52,"ENS MÉDIO COMP",4.485,2025-12-08,2025,12,2,137.58
"ANANINDEUA","MASCULINO",32,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",79.8,2,0.178349031228572,2.26,0.55,"ENS MÉDIO COMP",0.81,2016-02-03,2016,2,4,106.22
"BELÉM","FEMININO",48,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",155.92,2,0.0486400643875822,2.84,0.77,"ENS SUPER COMP",4.3875,2025-02-08,2025,2,7,1301.65
"ANANINDEUA","FEMININO",44,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",149.26,2,0.12241948354058,2.06,0.64,"ENS MÉDIO COMP",2.5,2022-01-18,2022,1,3,654.94
"ANANINDEUA","FEMININO",42,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",134.16,3,0.114102038247511,2.41,0.7,"ENS SUPER INCOMP",2.72,2022-11-03,2022,11,5,969.83
"BELÉM","FEMININO",34,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",119.56,1,0.133706484362483,3.27,0.73,"ENS SUPER INCOMP",3.575,2025-08-03,2025,8,1,370.28
"ANANINDEUA","FEMININO",26,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",270.32,1,0.137028116346337,2.26,0.61,"ENS MÉDIO COMP",0.575,2015-12-22,2015,12,3,134.14
"BELÉM","FEMININO",41,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",69.71,1,0.0535480422899127,3.2,0.72,"ENS SUPER INCOMP",1.815,2017-07-02,2017,7,1,119.75
"ANANINDEUA","MASCULINO",25,"REVENDEDOR","LIVROS","BEST-SELLER DE FICÇÃO",83.21,3,0.0448953916039318,2.36,0.59,"ENS MÉDIO COMP",6.552,2024-10-11,2024,10,6,1562.15
"BELÉM","FEMININO",30,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",462.91,1,0.189758350034244,3.04,0.65,"ENS MÉDIO COMP",4.125,2020-07-11,2020,7,7,1547.16
"BELÉM","MASCULINO",54,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",79.78,2,0.145566207212396,2.62,0.68,"ENS SUPER INCOMP",2.772,2021-10-31,2021,10,1,377.92
"BELÉM","FEMININO",33,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",193.08,3,0.111353199360892,3.27,0.68,"ENS SUPER INCOMP",2.38875,2019-06-07,2019,6,6,1229.58
"BELÉM","FEMININO",32,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",99.01,1,0.0299860924808308,3.03,0.76,"ENS SUPER COMP",2.415,2019-12-02,2019,12,2,231.94
"BELÉM","MASCULINO",34,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",103.64,1,0.0545586268417537,2.98,0.63,"ENS MÉDIO COMP",4,2024-04-11,2024,4,5,391.94
"BELÉM","FEMININO",33,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",209.98,1,0.0906027656840161,3.95,0.67,"ENS MÉDIO COMP",2.8125,2020-04-29,2020,4,4,537.06
"BELÉM","FEMININO",26,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",137.26,2,0.133392132818699,2.81,0.7,"ENS SUPER INCOMP",3.45,2021-03-13,2021,3,7,820.76
"BELÉM","FEMININO",31,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",92.28,1,0.0236938423896208,2.6,0.7,"ENS SUPER INCOMP",0.6875,2015-04-26,2015,4,1,61.94
"BELÉM","FEMININO",34,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",293.48,1,0.0565602877829224,2.8,0.63,"ENS MÉDIO COMP",2.7,2020-02-03,2020,2,2,747.58
"BELÉM","MASCULINO",57,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",202.26,1,0.0866194874513894,3.13,0.67,"ENS MÉDIO COMP",2.475,2022-02-20,2022,2,1,457.23
"BELÉM","MASCULINO",20,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",266.17,2,0.158511798130348,2.78,0.62,"ENS MÉDIO COMP",5.60625,2023-12-01,2023,12,6,2511.36
"ANANINDEUA","FEMININO",33,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",234.91,1,0.0623870078613982,2.4,0.64,"ENS MÉDIO COMP",3.96,2024-07-31,2024,7,4,872.21
"BELÉM","MASCULINO",42,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",278.24,1,0.0932818766636774,2.84,0.7,"ENS SUPER INCOMP",2.835,2019-05-13,2019,5,2,715.23
"ANANINDEUA","MASCULINO",27,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",56.86,1,0.238700274797156,2.55,0.57,"ENS MÉDIO COMP",2.5875,2022-12-14,2022,12,4,112.01
"BELÉM","FEMININO",44,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",299.24,1,0.111998946536332,2.51,0.73,"ENS SUPER INCOMP",2.142,2019-11-13,2019,11,4,569.18
"ANANINDEUA","FEMININO",35,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",151.17,2,0.147969706854783,2.09,0.67,"ENS MÉDIO COMP",2.88,2024-02-22,2024,2,5,741.9
"ANANINDEUA","FEMININO",31,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",178.59,1,0.183664267845452,2.67,0.6,"ENS MÉDIO COMP",5.3235,2025-10-10,2025,10,6,776.11
"BENEVIDES","MASCULINO",26,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",129.99,1,0.0884508338756859,2.49,0.55,"ENS MÉDIO COMP",3.016,2025-09-25,2025,9,5,357.37
"BELÉM","MASCULINO",26,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4892.05,1,0.132497974499129,3.38,0.64,"ENS MÉDIO COMP",3.24,2024-02-14,2024,2,4,13750.12
"BELÉM","FEMININO",55,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",286.1,2,0.0770531204948202,3.09,0.72,"ENS SUPER INCOMP",1.26,2016-06-13,2016,6,2,665.42
"ANANINDEUA","FEMININO",26,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",197.89,2,0.142885204725899,2.84,0.64,"ENS MÉDIO COMP",0.884,2015-11-20,2015,11,6,299.88
"ANANINDEUA","MASCULINO",22,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",292.4,1,0.156255513662472,2.89,0.54,"ENS MÉDIO COMP",4.05,2023-05-18,2023,5,5,999.18
"BELÉM","MASCULINO",34,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",122.66,1,0.0715291135478765,2.19,0.6,"ENS MÉDIO COMP",1.575,2018-06-23,2018,6,7,179.37
"ANANINDEUA","FEMININO",60,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",275.72,1,0.0881126378197223,2.11,0.75,"ENS SUPER INCOMP",0.81,2016-02-24,2016,2,4,203.65
"BELÉM","MASCULINO",26,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",117.36,1,0.237253051064909,2.91,0.68,"ENS SUPER INCOMP",1.9845,2019-10-02,2019,10,4,177.64
"BELÉM","MASCULINO",43,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",331.47,1,0.163750174175948,3.26,0.58,"ENS MÉDIO COMP",3.9375,2023-06-13,2023,6,3,1091.44
"BELÉM","MASCULINO",66,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",375.69,1,0.164661392988637,3.13,0.73,"ENS SUPER INCOMP",2.75625,2019-06-22,2019,6,7,864.99
"BELÉM","MASCULINO",75,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",90.85,3,0.0577927272766829,3.23,0.69,"ENS SUPER INCOMP",3.45,2023-12-14,2023,12,5,885.96
"BELÉM","FEMININO",58,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",255.92,1,0.130400022994727,3.07,0.81,"ENS SUPER COMP",5.44,2024-11-12,2024,11,3,1210.66
"ANANINDEUA","MASCULINO",52,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4108.63,1,0.126061130850576,2.25,0.6,"ENS MÉDIO COMP",6.9,2024-03-30,2024,3,7,24775.77
"BELÉM","FEMININO",30,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",446.67,1,0.161387122534215,3.05,0.62,"ENS MÉDIO COMP",4.84,2024-07-21,2024,7,1,1812.98
"BELÉM","MASCULINO",29,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",195.66,1,0.0906061468180269,3.44,0.6,"ENS MÉDIO COMP",3.465,2022-10-09,2022,10,1,616.53
"BELÉM","FEMININO",37,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",202.2,1,0.0572734547033906,3.66,0.7,"ENS SUPER INCOMP",2.43,2017-05-08,2017,5,2,463.2
"ANANINDEUA","MASCULINO",42,"REVENDEDOR","LIVROS","LIVRO TÉCNICO/ACADÊMICO",166.88,1,0.184285104768351,2.22,0.58,"ENS MÉDIO COMP",1.512,2018-10-15,2018,10,2,205.82
"BELÉM","MASCULINO",20,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",119.79,3,0.203911730740219,2.73,0.64,"ENS MÉDIO COMP",3.45,2020-12-14,2020,12,2,987.01
"ANANINDEUA","FEMININO",43,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",68.04,3,0.110201070057228,2.01,0.66,"ENS MÉDIO COMP",2.52,2022-10-13,2022,10,5,457.7
"BELÉM","MASCULINO",19,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",64.98,1,0.205323900235817,3.04,0.58,"ENS MÉDIO COMP",2.61625,2019-12-20,2019,12,6,135.1
"BELÉM","MASCULINO",34,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",64.65,3,0.0183555339742452,3.08,0.51,"ENS MÉDIO COMP",6.3,2024-06-08,2024,6,7,1199.46
"BELÉM","MASCULINO",26,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",280.79,1,0.108286054963246,3,0.53,"ENS MÉDIO COMP",4.3875,2020-05-08,2020,5,6,1098.56
"ANANINDEUA","FEMININO",62,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",72.14,1,0.0713534335372969,2.26,0.75,"ENS SUPER INCOMP",1.2,2016-08-01,2016,8,2,80.39
"BELÉM","FEMININO",58,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",82.34,1,0.0638991748262197,2.87,0.71,"ENS SUPER INCOMP",1.392,2017-09-07,2017,9,5,107.29
"BELÉM","FEMININO",35,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",6029.52,1,0.138818524032831,3.05,0.6,"ENS MÉDIO COMP",1.856,2021-09-02,2021,9,5,9637.3
"BELÉM","FEMININO",15,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",219.77,1,0.1422823775094,2.28,0.65,"ENS MÉDIO COMP",3.9,2025-01-13,2025,1,2,735.15
"BELÉM","MASCULINO",47,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",48.57,2,0.0977643380174413,3.28,0.61,"ENS MÉDIO COMP",1.755,2018-05-18,2018,5,6,153.81
"BELÉM","MASCULINO",58,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",225.44,1,0.0561510429903865,3.16,0.66,"ENS MÉDIO COMP",4.21875,2023-04-26,2023,4,4,897.67
"ANANINDEUA","MASCULINO",64,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",75.63,1,0.034068331704475,1.81,0.6,"ENS MÉDIO COMP",4.3875,2023-02-03,2023,2,6,320.52
"BELÉM","FEMININO",69,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",160.52,2,0.0161450400296599,2.94,0.75,"ENS SUPER INCOMP",3.7375,2022-03-04,2022,3,6,1180.51
"MARITUBA","MASCULINO",71,"REVENDEDOR","LIVROS","LIVRO TÉCNICO/ACADÊMICO",130.95,1,0.0256773423869163,2.1,0.52,"ENS MÉDIO COMP",2.3625,2017-06-03,2017,6,7,301.43
"BELÉM","FEMININO",32,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",295.08,1,0.0177105723368004,2.89,0.71,"ENS SUPER INCOMP",1.65,2017-07-18,2017,7,3,478.26
"BELÉM","FEMININO",15,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4353.6,2,0.091655189958401,2.84,0.65,"ENS MÉDIO COMP",1.08,2016-02-22,2016,2,2,8541.87
"BELÉM","FEMININO",58,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",387.88,1,0.14153640945442,2.71,0.67,"ENS MÉDIO COMP",4.225,2025-08-22,2025,8,6,1406.84
"BELÉM","MASCULINO",49,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",251.67,1,0.162677898956463,3.12,0.6,"ENS MÉDIO COMP",2.99,2021-12-31,2021,12,6,630.08
"BELÉM","MASCULINO",61,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",104.56,1,0.112138687144034,3.52,0.66,"ENS MÉDIO COMP",0.8625,2015-12-12,2015,12,7,80.07
"ANANINDEUA","FEMININO",58,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",231.93,1,0.175679535977542,2.11,0.75,"ENS SUPER INCOMP",3.575,2025-01-05,2025,1,1,683.49
"BELÉM","MASCULINO",16,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",200.43,1,0.227886198880151,2.93,0.64,"ENS MÉDIO COMP",1.8975,2017-12-31,2017,12,1,293.65
"BELÉM","FEMININO",45,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",142.26,2,0.188506575999781,2.81,0.65,"ENS MÉDIO COMP",1.632,2018-11-26,2018,11,2,376.81
"BELÉM","FEMININO",57,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",371.94,2,0.131532629500143,2.24,0.87,"ENS SUPER COMP",3.06,2022-11-02,2022,11,4,1976.87
"ANANINDEUA","MASCULINO",41,"REVENDEDOR","LIVROS","BEST-SELLER DE FICÇÃO",47.75,3,0.192260806118138,2.21,0.63,"ENS MÉDIO COMP",4.42,2025-11-18,2025,11,3,511.43
"BELÉM","FEMININO",48,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",210.94,1,0.0505534720281139,2.62,0.73,"ENS SUPER INCOMP",5.4,2024-02-24,2024,2,7,1081.49
"BELÉM","MASCULINO",29,"REVENDEDOR","ELETRÔNICOS","SMARTPHONE PREMIUM",4959.99,2,0.179664428848773,3.26,0.57,"ENS MÉDIO COMP",1.215,2017-02-01,2017,2,4,9887.32
"ANANINDEUA","FEMININO",64,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",333.98,2,0.0952246204670519,2.86,0.76,"ENS SUPER COMP",3.2175,2025-02-02,2025,2,1,1944.51
"ANANINDEUA","FEMININO",61,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",87.8,3,0.15806432031095,2.27,0.73,"ENS SUPER INCOMP",4.725,2022-10-01,2022,10,7,1047.84
"ANANINDEUA","FEMININO",59,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",181.68,1,0.115010935822502,2.02,0.75,"ENS SUPER INCOMP",1.856,2021-09-09,2021,9,5,298.42
"BELÉM","FEMININO",65,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",76.8,1,0.149833129909821,2.83,0.82,"ENS SUPER COMP",6.1875,2023-07-01,2023,7,7,404
"BELÉM","FEMININO",50,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",101.83,1,0.243589613866061,2.77,0.81,"ENS SUPER COMP",6.63,2025-11-22,2025,11,7,510.68
"BELÉM","FEMININO",35,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",124.54,1,0.0663213425595313,2.88,0.73,"ENS SUPER INCOMP",3.1625,2022-03-20,2022,3,1,367.74
"ANANINDEUA","FEMININO",33,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",192.66,1,0.0607050849031657,2.1,0.65,"ENS MÉDIO COMP",1.35,2018-02-10,2018,2,7,244.3
"ANANINDEUA","FEMININO",19,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",48.75,4,0.14432123774197,1.75,0.63,"ENS MÉDIO COMP",2.53,2021-03-28,2021,3,1,422.15
"ANANINDEUA","FEMININO",65,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",157.58,1,0.089780945982784,1.48,0.83,"ENS SUPER COMP",0.5175,2015-03-25,2015,3,4,74.23
"BELÉM","MASCULINO",21,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",382.31,2,0.0656265020836145,2.86,0.69,"ENS SUPER INCOMP",4.875,2023-01-13,2023,1,6,3482.9
"BENEVIDES","FEMININO",29,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",121.15,2,0.125819683647715,2.27,0.68,"ENS SUPER INCOMP",3.4,2022-11-08,2022,11,3,720.17
"BELÉM","MASCULINO",32,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",53.82,2,0.13599525520578,3.39,0.56,"ENS MÉDIO COMP",1.495,2016-03-18,2016,3,6,139.04
"BELÉM","MASCULINO",60,"REVENDEDOR","ELETRÔNICOS","SMARTPHONE PREMIUM",5375.3,1,0.103828629455529,2.71,0.61,"ENS MÉDIO COMP",1.65,2017-08-06,2017,8,1,7948.36
"ANANINDEUA","MASCULINO",72,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",6292.99,1,0.192828547256067,1.9,0.64,"ENS MÉDIO COMP",2.205,2019-10-15,2019,10,3,11200.35
"BELÉM","MASCULINO",33,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",457.23,1,0.174539101822302,3.24,0.66,"ENS MÉDIO COMP",3,2021-01-09,2021,1,7,1132.28
"BELÉM","FEMININO",40,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",81.35,1,0.10238785543479,3.14,0.76,"ENS SUPER COMP",0.8625,2015-03-28,2015,3,7,62.98
"BELÉM","FEMININO",36,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",166.15,3,0.222558691632003,3.08,0.74,"ENS SUPER INCOMP",2.86,2025-07-03,2025,7,5,1108.29
"BENEVIDES","MASCULINO",56,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",294.92,1,0.214671140024438,2.07,0.53,"ENS MÉDIO COMP",1.725,2018-03-31,2018,3,7,399.53
"ANANINDEUA","FEMININO",48,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",91.37,3,0.115886818156578,2.26,0.73,"ENS SUPER INCOMP",2.8875,2022-06-12,2022,6,1,699.77
"BELÉM","FEMININO",35,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",74.39,1,0.115060059088282,3.74,0.71,"ENS SUPER INCOMP",6,2024-01-06,2024,1,7,394.98
"BELÉM","MASCULINO",24,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",157.77,1,0.106906806933694,2.78,0.62,"ENS MÉDIO COMP",4.33125,2023-06-04,2023,6,1,610.29
"BELÉM","FEMININO",36,"REVENDEDOR","LIVROS","LIVRO TÉCNICO/ACADÊMICO",151.49,1,0.0799375244649127,3.07,0.71,"ENS SUPER INCOMP",0.58,2015-09-08,2015,9,3,80.84
"BELÉM","MASCULINO",58,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",84.83,3,0.108165635727346,3.28,0.59,"ENS MÉDIO COMP",2.992,2021-11-07,2021,11,1,679.07
"BELÉM","MASCULINO",19,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",4084.97,1,0.157871023006737,2.58,0.73,"ENS SUPER INCOMP",3,2020-01-27,2020,1,2,10320.21
"BELÉM","FEMININO",51,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",94.31,1,0.113211482111365,3.01,0.8,"ENS SUPER COMP",1.632,2016-11-14,2016,11,2,136.49
"BELÉM","FEMININO",43,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",284.43,2,0.0957228138530627,2.94,0.72,"ENS SUPER INCOMP",2.25,2017-01-28,2017,1,7,1157.42
"BELÉM","MASCULINO",73,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",44.18,2,0.0995337576093152,3.19,0.67,"ENS MÉDIO COMP",3.15,2020-06-15,2020,6,2,250.63
"ANANINDEUA","FEMININO",41,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",94.35,3,0.0974994330201298,2.69,0.61,"ENS MÉDIO COMP",1.9845,2019-10-30,2019,10,4,506.95
"ANANINDEUA","MASCULINO",15,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",63.42,1,0.1939168558456,2.06,0.62,"ENS MÉDIO COMP",3.77,2022-09-09,2022,9,6,192.73
"BELÉM","FEMININO",63,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",209.23,1,0.0609842970222235,2.46,0.8,"ENS SUPER COMP",3.65625,2025-04-02,2025,4,4,718.34
"BELÉM","FEMININO",67,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",391.47,1,0.0525863220589235,2.61,0.77,"ENS SUPER COMP",0.92,2016-12-01,2016,12,5,341.21
"BELÉM","MASCULINO",36,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",81.5,1,0.173551237676293,3.39,0.68,"ENS SUPER INCOMP",6,2024-08-31,2024,8,7,404.13
"MARITUBA","FEMININO",74,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",109.69,1,0.066707510733977,1.71,0.69,"ENS SUPER INCOMP",0.7475,2015-12-11,2015,12,6,76.52
"MARITUBA","FEMININO",66,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",3187.64,2,0.0923055854626,2.08,0.74,"ENS SUPER INCOMP",1.15,2018-12-25,2018,12,3,6654.83
"ANANINDEUA","MASCULINO",65,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",71.18,1,0.0253749706363305,2.03,0.65,"ENS MÉDIO COMP",0.8775,2015-05-29,2015,5,6,60.88
"ANANINDEUA","MASCULINO",39,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",44.93,3,0.0709880698937923,2.63,0.59,"ENS MÉDIO COMP",1.95,2017-08-11,2017,8,6,244.18
"BELÉM","MASCULINO",30,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",3895.41,1,0.063102828846313,3.2,0.52,"ENS MÉDIO COMP",1.96875,2019-04-17,2019,4,4,7185.15
